coin,fundingRate,premium,time,hour,t,T,s,i,o,c,h,l,v,n
HYPE,1.25e-05,0.0002611573,1740042000027,1740042000000,1740042000000,1740045599999,HYPE,1h,24.697,24.842,24.898,24.592,142664.5,6239
HYPE,1.25e-05,-9.2987e-06,1740045600063,1740045600000,1740045600000,1740049199999,HYPE,1h,24.834,25.066,25.107,24.742,215254.58,6800
HYPE,1.25e-05,-1.19425e-05,1740049200004,1740049200000,1740049200000,1740052799999,HYPE,1h,25.045,24.993,25.224,24.893,227643.9,9627
HYPE,1.25e-05,-5.14777e-05,1740052800109,1740052800000,1740052800000,1740056399999,HYPE,1h,24.986,24.762,25.163,24.605,170977.34,9043
HYPE,1.25e-05,3.14124e-05,1740056400140,1740056400000,1740056400000,1740059999999,HYPE,1h,24.762,24.734,25.013,24.549,257208.77,11086
HYPE,1.25e-05,6.68181e-05,1740060000075,1740060000000,1740060000000,1740063599999,HYPE,1h,24.733,24.645,25.0,24.564,435951.61,13962
HYPE,7.81661e-05,0.0011253292,1740063600003,1740063600000,1740063600000,1740067199999,HYPE,1h,24.649,24.056,24.742,23.96,399682.12,9967
HYPE,1.25e-05,0.0003578492,1740067200078,1740067200000,1740067200000,1740070799999,HYPE,1h,24.055,24.319,24.518,23.98,378253.85,10015
HYPE,1.25e-05,0.000130812,1740070800036,1740070800000,1740070800000,1740074399999,HYPE,1h,24.31,24.672,24.687,24.262,167476.27,6221
HYPE,3.25725e-05,0.0007605802,1740074400010,1740074400000,1740074400000,1740077999999,HYPE,1h,24.674,24.65,24.932,24.598,178192.68,7542
HYPE,1.25e-05,0.000485498,1740078000089,1740078000000,1740078000000,1740081599999,HYPE,1h,24.648,24.573,24.7,24.352,233094.09,7104
HYPE,1.25e-05,-3.72551e-05,1740081600003,1740081600000,1740081600000,1740085199999,HYPE,1h,24.573,24.706,24.96,24.356,550444.45,12049
HYPE,4.0587e-05,0.0008246962,1740085200050,1740085200000,1740085200000,1740088799999,HYPE,1h,24.709,24.238,24.717,24.081,327430.6,8136
HYPE,1.25e-05,0.000132165,1740088800095,1740088800000,1740088800000,1740092399999,HYPE,1h,24.223,24.26,24.4,24.205,113201.71,4158
HYPE,1.25e-05,0.0005239618,1740092400039,1740092400000,1740092400000,1740095999999,HYPE,1h,24.261,24.479,24.498,24.2,143549.92,5767
HYPE,7.45481e-05,0.0010963847,1740096000115,1740096000000,1740096000000,1740099599999,HYPE,1h,24.479,24.647,24.675,24.465,141210.89,6319
HYPE,1.83573e-05,0.0006468583,1740099600066,1740099600000,1740099600000,1740103199999,HYPE,1h,24.651,24.616,24.8,24.501,186330.08,6047
HYPE,1.25e-05,8.03322e-05,1740103200000,1740103200000,1740103200000,1740106799999,HYPE,1h,24.619,24.566,24.75,24.487,122750.17,4337
HYPE,1.25e-05,-0.0001588407,1740106800085,1740106800000,1740106800000,1740110399999,HYPE,1h,24.573,24.779,24.809,24.549,129430.97,4562
HYPE,1.25e-05,-0.0002201587,1740110400025,1740110400000,1740110400000,1740113999999,HYPE,1h,24.779,24.973,24.981,24.759,158978.15,5678
HYPE,1.25e-05,-0.0001620797,1740114000031,1740114000000,1740114000000,1740117599999,HYPE,1h,24.975,25.03,25.2,24.851,169234.18,4744
HYPE,1.25e-05,-1.67427e-05,1740117600000,1740117600000,1740117600000,1740121199999,HYPE,1h,25.03,25.209,25.3,25.012,146389.46,4219
HYPE,1.25e-05,0.0005278196,1740121200091,1740121200000,1740121200000,1740124799999,HYPE,1h,25.208,24.848,25.291,24.848,195323.2,5711
HYPE,1.25e-05,0.0001888593,1740124800085,1740124800000,1740124800000,1740128399999,HYPE,1h,24.863,24.998,25.065,24.811,146282.18,4126
HYPE,1.25e-05,0.0004916092,1740128400036,1740128400000,1740128400000,1740131999999,HYPE,1h,24.998,25.2,25.446,24.992,252436.32,7493
HYPE,1.25e-05,0.0004747395,1740132000029,1740132000000,1740132000000,1740135599999,HYPE,1h,25.2,25.295,25.336,25.063,105183.05,3648
HYPE,1.25e-05,0.0005907922,1740135600119,1740135600000,1740135600000,1740139199999,HYPE,1h,25.295,25.019,25.295,24.965,98492.03,3729
HYPE,1.25e-05,0.0005225113,1740139200082,1740139200000,1740139200000,1740142799999,HYPE,1h,25.019,25.18,25.22,24.988,100898.41,3681
HYPE,1.25e-05,0.0001091171,1740142800025,1740142800000,1740142800000,1740146399999,HYPE,1h,25.187,25.474,25.493,25.098,300160.31,6633
HYPE,1.25e-05,0.0003327446,1740146400023,1740146400000,1740146400000,1740149999999,HYPE,1h,25.474,25.194,25.492,25.063,195397.15,6334
HYPE,1.25e-05,0.0001477644,1740150000029,1740150000000,1740150000000,1740153599999,HYPE,1h,25.172,25.272,25.294,23.677,1737783.86,35798
HYPE,4.87799e-05,0.0008902391,1740153600016,1740153600000,1740153600000,1740157199999,HYPE,1h,25.272,25.537,26.0,25.118,1671883.99,34173
HYPE,2.77677e-05,0.000722142,1740157200025,1740157200000,1740157200000,1740160799999,HYPE,1h,25.537,24.896,25.629,24.69,827625.99,20468
HYPE,6.55632e-05,0.0010245056,1740160800043,1740160800000,1740160800000,1740164399999,HYPE,1h,24.897,24.67,25.244,24.65,581116.33,14371
HYPE,4.27787e-05,0.0008422299,1740164400059,1740164400000,1740164400000,1740167999999,HYPE,1h,24.674,24.207,24.748,23.742,881131.53,24500
HYPE,0.0001002955,0.001302364,1740168000059,1740168000000,1740168000000,1740171599999,HYPE,1h,24.206,24.591,24.689,24.084,475140.65,13875
HYPE,7.96848e-05,0.0011374788,1740171600000,1740171600000,1740171600000,1740175199999,HYPE,1h,24.59,24.736,24.889,24.369,376666.06,12828
HYPE,1.25e-05,0.0003874055,1740175200028,1740175200000,1740175200000,1740178799999,HYPE,1h,24.729,24.852,25.145,24.675,303772.1,9866
HYPE,1.25e-05,0.0002356495,1740178800096,1740178800000,1740178800000,1740182399999,HYPE,1h,24.843,25.058,25.094,24.637,173051.6,7290
HYPE,1.25e-05,0.0005577439,1740182400015,1740182400000,1740182400000,1740185999999,HYPE,1h,25.047,24.983,25.051,24.601,278391.69,8708
HYPE,1.25e-05,0.0001213325,1740186000018,1740186000000,1740186000000,1740189599999,HYPE,1h,24.986,24.905,25.188,24.897,121152.53,5397
HYPE,1.25e-05,0.0001566506,1740189600086,1740189600000,1740189600000,1740193199999,HYPE,1h,24.907,24.902,25.1,24.858,139689.59,4970
HYPE,1.25e-05,0.0003164013,1740193200084,1740193200000,1740193200000,1740196799999,HYPE,1h,24.897,24.832,25.04,24.817,95847.12,4656
HYPE,1.25e-05,7.53309e-05,1740196800048,1740196800000,1740196800000,1740200399999,HYPE,1h,24.832,24.826,24.858,24.75,94071.28,4640
HYPE,1.25e-05,8.3005e-06,1740200400000,1740200400000,1740200400000,1740203999999,HYPE,1h,24.826,24.84,24.858,24.72,83631.18,6121
HYPE,1.25e-05,-0.000108595,1740204000091,1740204000000,1740204000000,1740207599999,HYPE,1h,24.836,24.728,24.858,24.672,116484.79,5145
HYPE,1.25e-05,-0.0003048222,1740207600123,1740207600000,1740207600000,1740211199999,HYPE,1h,24.727,24.434,24.731,24.381,103081.93,4325
HYPE,1.25e-05,-8.35072e-05,1740211200020,1740211200000,1740211200000,1740214799999,HYPE,1h,24.435,24.291,24.481,24.25,104820.99,5210
HYPE,1.25e-05,0.0001191225,1740214800014,1740214800000,1740214800000,1740218399999,HYPE,1h,24.293,24.36,24.492,24.22,131757.1,7212
HYPE,2.14252e-05,0.0006714014,1740218400206,1740218400000,1740218400000,1740221999999,HYPE,1h,24.358,24.52,24.581,24.357,90998.76,5378
HYPE,3.24918e-05,0.0007599345,1740222000022,1740222000000,1740222000000,1740225599999,HYPE,1h,24.523,24.564,24.621,24.482,74633.54,5427
HYPE,1.82044e-05,0.0006456352,1740225600115,1740225600000,1740225600000,1740229199999,HYPE,1h,24.563,24.671,24.704,24.491,102134.81,5271
HYPE,1.25e-05,0.0003921992,1740229200015,1740229200000,1740229200000,1740232799999,HYPE,1h,24.67,24.658,24.775,24.624,104812.55,4587
HYPE,1.25e-05,0.0005823175,1740232800051,1740232800000,1740232800000,1740236399999,HYPE,1h,24.668,24.595,24.768,24.501,153983.62,5737
HYPE,1.25e-05,0.0001278988,1740236400004,1740236400000,1740236400000,1740239999999,HYPE,1h,24.611,24.658,24.75,24.572,116975.04,4988
HYPE,1.25e-05,6.25725e-05,1740240000035,1740240000000,1740240000000,1740243599999,HYPE,1h,24.653,24.631,24.785,24.63,96899.5,4281
HYPE,1.25e-05,0.0004518036,1740243600066,1740243600000,1740243600000,1740247199999,HYPE,1h,24.631,24.474,24.651,24.4,140405.03,5086
HYPE,1.25e-05,0.0005184255,1740247200039,1740247200000,1740247200000,1740250799999,HYPE,1h,24.475,24.51,24.632,24.474,60366.65,3085
HYPE,1.25e-05,0.0004587675,1740250800094,1740250800000,1740250800000,1740254399999,HYPE,1h,24.513,24.814,24.826,24.45,216182.58,7765
HYPE,1.25e-05,0.0003158713,1740254400010,1740254400000,1740254400000,1740257999999,HYPE,1h,24.824,24.899,24.976,24.73,116171.48,4956
HYPE,1.25e-05,0.0004427396,1740258000034,1740258000000,1740258000000,1740261599999,HYPE,1h,24.9,24.852,25.062,24.75,164206.37,4202
HYPE,1.25e-05,0.0001337905,1740261600068,1740261600000,1740261600000,1740265199999,HYPE,1h,24.857,24.805,24.895,24.765,34487.64,1731
HYPE,1.25e-05,0.0004422947,1740265200031,1740265200000,1740265200000,1740268799999,HYPE,1h,24.805,24.741,24.874,24.741,49750.02,2139
HYPE,1.25e-05,7.90696e-05,1740268800060,1740268800000,1740268800000,1740272399999,HYPE,1h,24.789,24.49,24.813,24.407,202951.26,6853
HYPE,1.25e-05,1.45663e-05,1740272400041,1740272400000,1740272400000,1740275999999,HYPE,1h,24.491,24.331,24.525,24.243,157911.71,8040
HYPE,1.25e-05,0.0003092141,1740276000045,1740276000000,1740276000000,1740279599999,HYPE,1h,24.33,24.279,24.359,24.279,115016.15,4881
HYPE,1.25e-05,0.0001114331,1740279600011,1740279600000,1740279600000,1740283199999,HYPE,1h,24.281,24.323,24.42,24.231,104966.34,4937
HYPE,1.25e-05,-6.87118e-05,1740283200048,1740283200000,1740283200000,1740286799999,HYPE,1h,24.325,24.171,24.337,24.151,81223.34,4282
HYPE,1.25e-05,-0.000178764,1740286800034,1740286800000,1740286800000,1740290399999,HYPE,1h,24.18,24.123,24.233,24.106,105375.43,4365
HYPE,1.25e-05,1.58452e-05,1740290400064,1740290400000,1740290400000,1740293999999,HYPE,1h,24.12,24.347,24.398,24.112,99521.06,4203
HYPE,1.25e-05,-0.0001586585,1740294000010,1740294000000,1740294000000,1740297599999,HYPE,1h,24.343,24.408,24.476,24.26,146088.11,5056
HYPE,1.5617e-05,0.0006249361,1740297600152,1740297600000,1740297600000,1740301199999,HYPE,1h,24.408,24.21,24.429,24.209,95499.18,3877
HYPE,7.78725e-05,0.0011229802,1740301200027,1740301200000,1740301200000,1740304799999,HYPE,1h,24.211,24.19,24.288,24.153,68300.93,3150
HYPE,4.1295e-05,0.0008303602,1740304800011,1740304800000,1740304800000,1740308399999,HYPE,1h,24.186,23.836,24.219,23.8,243902.37,7166
HYPE,1.25e-05,0.0003103126,1740308400166,1740308400000,1740308400000,1740311999999,HYPE,1h,23.833,23.73,24.004,23.65,187859.2,6440
HYPE,1.25e-05,0.000369473,1740312000052,1740312000000,1740312000000,1740315599999,HYPE,1h,23.73,23.49,23.895,23.37,284637.88,9061
HYPE,4.89446e-05,0.0008915565,1740315600098,1740315600000,1740315600000,1740319199999,HYPE,1h,23.489,23.737,23.756,23.434,149824.67,5624
HYPE,1.25e-05,0.000454295,1740319200050,1740319200000,1740319200000,1740322799999,HYPE,1h,23.736,23.495,23.893,23.449,118368.23,4865
HYPE,1.25e-05,0.0004626913,1740322800066,1740322800000,1740322800000,1740326399999,HYPE,1h,23.495,23.517,23.604,23.42,164189.05,5987
HYPE,3.62649e-05,0.0007901191,1740326400079,1740326400000,1740326400000,1740329999999,HYPE,1h,23.536,23.657,23.743,23.522,92944.45,4879
HYPE,1.25e-05,0.0004881492,1740330000024,1740330000000,1740330000000,1740333599999,HYPE,1h,23.672,23.866,23.98,23.658,137716.03,5387
HYPE,1.25e-05,4.49977e-05,1740333600068,1740333600000,1740333600000,1740337199999,HYPE,1h,23.865,23.725,23.966,23.689,214310.62,6893
HYPE,1.25e-05,0.0001034596,1740337200008,1740337200000,1740337200000,1740340799999,HYPE,1h,23.71,23.566,23.726,23.35,218028.72,7202
HYPE,1.25e-05,0.0001255391,1740340800030,1740340800000,1740340800000,1740344399999,HYPE,1h,23.57,23.366,23.609,23.33,132238.58,4332
HYPE,1.25e-05,0.0001727462,1740344400023,1740344400000,1740344400000,1740347999999,HYPE,1h,23.366,23.454,23.492,23.284,106273.62,3561
HYPE,1.25e-05,0.000454565,1740348000118,1740348000000,1740348000000,1740351599999,HYPE,1h,23.455,23.118,23.455,23.072,311596.97,8778
HYPE,6.80015e-05,0.0010440124,1740351600017,1740351600000,1740351600000,1740355199999,HYPE,1h,23.124,23.164,23.28,22.8,436379.1,9971
HYPE,8.0755e-05,0.0011460401,1740355200123,1740355200000,1740355200000,1740358799999,HYPE,1h,23.179,23.168,23.5,23.008,307928.37,11237
HYPE,1.25e-05,0.0005072995,1740358800041,1740358800000,1740358800000,1740362399999,HYPE,1h,23.175,22.648,23.178,22.552,491385.76,14455
HYPE,9.69886e-05,0.0012759091,1740362400008,1740362400000,1740362400000,1740365999999,HYPE,1h,22.648,22.667,22.844,22.541,314032.85,10774
HYPE,7.35459e-05,0.0010883672,1740366000005,1740366000000,1740366000000,1740369599999,HYPE,1h,22.673,22.276,22.673,22.189,513647.11,13648
HYPE,1.25e-05,0.00054435,1740369600039,1740369600000,1740369600000,1740373199999,HYPE,1h,22.28,21.86,22.4,21.36,1335039.74,26858
HYPE,8.94334e-05,0.001215467,1740373200085,1740373200000,1740373200000,1740376799999,HYPE,1h,21.855,21.98,22.222,21.504,467899.3,13289
HYPE,1.25e-05,0.0003260634,1740376800199,1740376800000,1740376800000,1740380399999,HYPE,1h,21.98,21.878,22.132,21.727,186508.07,7423
HYPE,1.25e-05,0.0003275817,1740380400017,1740380400000,1740380400000,1740383999999,HYPE,1h,21.879,21.584,21.943,21.522,393453.5,10154
HYPE,5.21184e-05,0.000916947,1740384000014,1740384000000,1740384000000,1740387599999,HYPE,1h,21.586,20.9,21.688,20.9,629278.72,16756
HYPE,0.0002549548,0.0025396382,1740387600101,1740387600000,1740387600000,1740391199999,HYPE,1h,20.9,21.357,21.579,20.837,522354.47,13878
HYPE,8.81583e-05,0.0012052666,1740391200039,1740391200000,1740391200000,1740394799999,HYPE,1h,21.357,21.414,21.572,20.871,531667.32,17241
HYPE,1.25e-05,0.0001550333,1740394800065,1740394800000,1740394800000,1740398399999,HYPE,1h,21.409,21.939,21.959,21.342,347858.24,12674
HYPE,1.25e-05,0.00010795,1740398400048,1740398400000,1740398400000,1740401999999,HYPE,1h,21.939,22.04,22.063,21.705,250465.15,10067
HYPE,1.25e-05,5.44978e-05,1740402000028,1740402000000,1740402000000,1740405599999,HYPE,1h,22.033,21.488,22.225,21.451,484512.98,14280
HYPE,1.25e-05,0.0001418605,1740405600098,1740405600000,1740405600000,1740409199999,HYPE,1h,21.472,20.973,21.608,20.91,739929.22,18605
HYPE,8.26561e-05,0.0011612486,1740409200019,1740409200000,1740409200000,1740412799999,HYPE,1h,20.989,21.247,21.27,20.812,793005.72,17587
HYPE,8.23791e-05,0.0011590329,1740412800053,1740412800000,1740412800000,1740416399999,HYPE,1h,21.248,21.42,21.7,21.091,469567.11,14350
HYPE,1.25e-05,9.17969e-05,1740416400162,1740416400000,1740416400000,1740419999999,HYPE,1h,21.423,21.637,21.833,21.41,258245.44,8335
HYPE,1.25e-05,5.91313e-05,1740420000103,1740420000000,1740420000000,1740423599999,HYPE,1h,21.637,21.308,21.769,21.274,210876.62,6375
HYPE,1.25e-05,7.69766e-05,1740423600018,1740423600000,1740423600000,1740427199999,HYPE,1h,21.308,20.593,21.394,20.5,750631.03,16861
HYPE,1.25e-05,0.000186967,1740427200109,1740427200000,1740427200000,1740430799999,HYPE,1h,20.593,20.556,20.942,20.5,665732.17,18475
HYPE,6.2536e-05,0.0010002877,1740430800000,1740430800000,1740430800000,1740434399999,HYPE,1h,20.576,20.347,20.698,20.345,474818.35,13125
HYPE,1.25e-05,-1.12356e-05,1740434400047,1740434400000,1740434400000,1740437999999,HYPE,1h,20.345,20.075,20.637,20.05,1055945.77,19549
HYPE,1.25e-05,3.2189e-05,1740438000197,1740438000000,1740438000000,1740441599999,HYPE,1h,20.082,19.902,20.541,19.835,1260452.49,25862
HYPE,1.88789e-05,0.0006510311,1740441600011,1740441600000,1740441600000,1740445199999,HYPE,1h,19.902,19.825,20.32,19.265,2119158.1,36116
HYPE,2.54845e-05,0.0007038758,1740445200007,1740445200000,1740445200000,1740448799999,HYPE,1h,19.824,19.75,20.209,19.349,757532.0,20204
HYPE,3.28453e-05,0.0007627623,1740448800064,1740448800000,1740448800000,1740452399999,HYPE,1h,19.75,19.568,20.003,19.011,1318624.54,26030
HYPE,0.0001056655,0.0013453242,1740452400015,1740452400000,1740452400000,1740455999999,HYPE,1h,19.559,18.531,19.751,17.586,3907254.45,58543
HYPE,9.69044e-05,0.0012752356,1740456000008,1740456000000,1740456000000,1740459599999,HYPE,1h,18.51,18.643,19.172,17.92,1458775.22,30343
HYPE,1.25e-05,-0.0002306799,1740459600131,1740459600000,1740459600000,1740463199999,HYPE,1h,18.643,19.037,19.382,18.536,831091.02,17908
HYPE,1.25e-05,-3.82037e-05,1740463200030,1740463200000,1740463200000,1740466799999,HYPE,1h,19.041,19.113,19.378,18.517,798994.77,15794
HYPE,1.25e-05,0.0003100277,1740466800045,1740466800000,1740466800000,1740470399999,HYPE,1h,19.113,18.713,19.18,17.774,1723257.3,35637
HYPE,6.47865e-05,0.001018292,1740470400042,1740470400000,1740470400000,1740473999999,HYPE,1h,18.72,18.92,19.263,18.464,899978.54,20260
HYPE,1.25e-05,0.0003905157,1740474000016,1740474000000,1740474000000,1740477599999,HYPE,1h,18.912,17.894,19.214,17.89,867994.25,23523
HYPE,0.0001212079,0.0014696635,1740477600003,1740477600000,1740477600000,1740481199999,HYPE,1h,17.894,17.729,18.084,17.036,2066867.87,37230
HYPE,0.0001354369,0.0015834955,1740481200135,1740481200000,1740481200000,1740484799999,HYPE,1h,17.725,18.61,18.75,17.333,990768.19,20844
HYPE,1.25e-05,-0.0001691362,1740484800041,1740484800000,1740484800000,1740488399999,HYPE,1h,18.61,19.386,19.391,18.34,884053.74,19756
HYPE,1.25e-05,-0.0001198854,1740488400053,1740488400000,1740488400000,1740491999999,HYPE,1h,19.385,19.147,19.391,18.797,631181.62,14819
HYPE,1.25e-05,0.000311871,1740492000000,1740492000000,1740492000000,1740495599999,HYPE,1h,19.155,18.408,19.285,18.03,966419.01,20250
HYPE,1.25e-05,0.0002216227,1740495600006,1740495600000,1740495600000,1740499199999,HYPE,1h,18.407,19.567,19.85,18.167,1447905.96,27052
HYPE,1.25e-05,0.0001801314,1740499200007,1740499200000,1740499200000,1740502799999,HYPE,1h,19.559,19.64,19.883,19.264,959646.03,19248
HYPE,1.25e-05,-0.0002500784,1740502800035,1740502800000,1740502800000,1740506399999,HYPE,1h,19.655,19.69,19.918,19.537,597172.74,12794
HYPE,1.25e-05,0.0003831096,1740506400013,1740506400000,1740506400000,1740509999999,HYPE,1h,19.694,18.852,19.699,18.8,546122.44,12595
HYPE,1.25e-05,0.0002125247,1740510000031,1740510000000,1740510000000,1740513599999,HYPE,1h,18.852,19.793,19.865,18.802,482033.22,12577
HYPE,2.11231e-05,0.000668985,1740513600027,1740513600000,1740513600000,1740517199999,HYPE,1h,19.787,20.384,20.545,19.7,1040012.59,18148
HYPE,1.25e-05,0.0002803031,1740517200054,1740517200000,1740517200000,1740520799999,HYPE,1h,20.384,20.704,20.759,20.171,469675.67,11810
HYPE,1.25e-05,0.000290462,1740520800040,1740520800000,1740520800000,1740524399999,HYPE,1h,20.702,20.137,20.798,19.927,609216.59,13447
HYPE,6.9857e-05,0.0010588562,1740524400000,1740524400000,1740524400000,1740527999999,HYPE,1h,20.146,20.219,20.846,20.124,494392.11,10608
HYPE,1.25e-05,0.0002787543,1740528000018,1740528000000,1740528000000,1740531599999,HYPE,1h,20.219,20.09,20.522,20.069,292663.82,7826
HYPE,1.25e-05,0.0002226653,1740531600028,1740531600000,1740531600000,1740535199999,HYPE,1h,20.091,21.067,21.103,20.052,459609.86,9955
HYPE,1.25e-05,0.0001227146,1740535200045,1740535200000,1740535200000,1740538799999,HYPE,1h,21.066,21.112,21.114,20.608,404837.9,9535
HYPE,1.25e-05,6.5851e-06,1740538800034,1740538800000,1740538800000,1740542399999,HYPE,1h,21.11,20.754,21.479,20.588,941649.87,17445
HYPE,2.33559e-05,0.0006868473,1740542400031,1740542400000,1740542400000,1740545999999,HYPE,1h,20.759,20.626,21.2,20.541,542454.71,13068
HYPE,8.13688e-05,0.0011509507,1740546000005,1740546000000,1740546000000,1740549599999,HYPE,1h,20.627,20.47,20.891,20.434,221800.09,6416
HYPE,1.25e-05,0.000497841,1740549600045,1740549600000,1740549600000,1740553199999,HYPE,1h,20.471,21.043,21.046,20.411,226912.19,6081
HYPE,4.05682e-05,0.0008245456,1740553200033,1740553200000,1740553200000,1740556799999,HYPE,1h,21.046,20.539,21.111,20.402,337801.5,7396
HYPE,1.25e-05,0.0005616777,1740556800090,1740556800000,1740556800000,1740560399999,HYPE,1h,20.538,19.932,20.644,19.407,580492.07,14905
HYPE,5.62469e-05,0.0009499756,1740560400042,1740560400000,1740560400000,1740563999999,HYPE,1h,19.932,20.489,20.524,19.608,251386.93,8004
HYPE,2.88724e-05,0.0007309794,1740564000041,1740564000000,1740564000000,1740567599999,HYPE,1h,20.489,20.484,20.548,20.199,358080.8,7217
HYPE,1.25e-05,0.0003732765,1740567600020,1740567600000,1740567600000,1740571199999,HYPE,1h,20.478,20.054,20.6,20.0,207861.42,5794
HYPE,1.25e-05,0.0004491181,1740571200020,1740571200000,1740571200000,1740574799999,HYPE,1h,20.055,19.72,20.226,19.57,310920.09,10235
HYPE,8.26848e-05,0.0011614781,1740574800024,1740574800000,1740574800000,1740578399999,HYPE,1h,19.72,19.576,19.998,19.551,410290.53,10322
HYPE,0.0001319001,0.0015552009,1740578400043,1740578400000,1740578400000,1740581999999,HYPE,1h,19.575,20.355,20.499,19.157,1072439.9,22922
HYPE,0.0001172495,0.0014379963,1740582000035,1740582000000,1740582000000,1740585599999,HYPE,1h,20.354,20.164,20.63,20.158,447242.74,13817
HYPE,0.0001104403,0.0013835226,1740585600086,1740585600000,1740585600000,1740589199999,HYPE,1h,20.164,19.943,20.403,19.621,530245.84,15056
HYPE,0.0001590139,0.0017721112,1740589200048,1740589200000,1740589200000,1740592799999,HYPE,1h,19.94,19.45,20.156,19.211,557262.2,11979
HYPE,6.56519e-05,0.0010252156,1740592800041,1740592800000,1740592800000,1740596399999,HYPE,1h,19.45,19.03,19.582,18.818,922825.09,18963
HYPE,8.51514e-05,0.0011812114,1740596400182,1740596400000,1740596400000,1740599999999,HYPE,1h,19.032,18.74,19.335,18.534,671005.99,15265
HYPE,0.0001225586,0.0014804685,1740600000197,1740600000000,1740600000000,1740603599999,HYPE,1h,18.74,19.912,19.93,18.45,1021983.63,21177
HYPE,6.93412e-05,0.0010547297,1740603600028,1740603600000,1740603600000,1740607199999,HYPE,1h,19.912,19.669,19.975,19.1,901867.43,19413
HYPE,5.97919e-05,0.0009783352,1740607200064,1740607200000,1740607200000,1740610799999,HYPE,1h,19.669,19.648,20.158,19.644,575550.78,14712
HYPE,1.25e-05,0.0004550995,1740610800135,1740610800000,1740610800000,1740614399999,HYPE,1h,19.65,19.578,19.938,19.344,238719.61,6988
HYPE,1.25e-05,0.0005066461,1740614400080,1740614400000,1740614400000,1740617999999,HYPE,1h,19.58,20.087,20.199,19.569,400751.47,9165
HYPE,2.75033e-05,0.0007200262,1740618000065,1740618000000,1740618000000,1740621599999,HYPE,1h,20.088,20.303,20.499,19.851,319855.86,8954
HYPE,1.25e-05,0.0004158187,1740621600026,1740621600000,1740621600000,1740625199999,HYPE,1h,20.303,19.824,20.886,19.801,494366.52,13022
HYPE,3.9739e-05,0.0008179124,1740625200077,1740625200000,1740625200000,1740628799999,HYPE,1h,19.827,20.221,20.306,19.8,326622.17,10573
HYPE,5.84425e-05,0.0009675401,1740628800028,1740628800000,1740628800000,1740632399999,HYPE,1h,20.221,20.199,20.297,19.827,450300.01,13108
HYPE,1.25e-05,2.9296e-06,1740632400007,1740632400000,1740632400000,1740635999999,HYPE,1h,20.19,20.667,20.8,20.136,316846.63,9120
HYPE,1.61772e-05,0.0006294174,1740636000026,1740636000000,1740636000000,1740639599999,HYPE,1h,20.666,20.774,20.954,20.625,231173.5,6553
HYPE,1.7894e-05,0.000643152,1740639600052,1740639600000,1740639600000,1740643199999,HYPE,1h,20.774,20.759,20.909,20.605,205814.34,5442
HYPE,1.25e-05,0.0002218977,1740643200140,1740643200000,1740643200000,1740646799999,HYPE,1h,20.759,20.617,20.806,20.382,207151.21,7084
HYPE,1.25e-05,0.0005305521,1740646800030,1740646800000,1740646800000,1740650399999,HYPE,1h,20.617,20.93,20.967,20.6,267417.44,7302
HYPE,1.25e-05,0.0002351824,1740650400090,1740650400000,1740650400000,1740653999999,HYPE,1h,20.931,21.093,21.094,20.808,218387.19,5967
HYPE,1.76586e-05,0.0006412686,1740654000060,1740654000000,1740654000000,1740657599999,HYPE,1h,21.094,20.761,21.23,20.65,236410.27,7212
HYPE,1.25e-05,0.0003559582,1740657600031,1740657600000,1740657600000,1740661199999,HYPE,1h,20.757,20.505,20.772,20.361,272228.89,7162
HYPE,5.13367e-05,0.0009106936,1740661200037,1740661200000,1740661200000,1740664799999,HYPE,1h,20.505,20.364,20.639,20.24,258668.15,6998
HYPE,2.86595e-05,0.0007292761,1740664800039,1740664800000,1740664800000,1740668399999,HYPE,1h,20.366,20.107,20.586,20.068,381457.06,10018
HYPE,1.25e-05,0.0001635439,1740668400051,1740668400000,1740668400000,1740671999999,HYPE,1h,20.105,20.421,20.513,20.0,299011.72,8669
HYPE,1.25e-05,0.0002026595,1740672000009,1740672000000,1740672000000,1740675599999,HYPE,1h,20.417,20.041,20.668,20.003,276671.68,8345
HYPE,1.4331e-05,0.0006146476,1740675600060,1740675600000,1740675600000,1740679199999,HYPE,1h,20.04,20.278,20.279,19.844,281489.54,8683
HYPE,2.17939e-05,0.0006743513,1740679200027,1740679200000,1740679200000,1740682799999,HYPE,1h,20.278,20.397,20.502,20.202,150081.42,5260
HYPE,1.25e-05,0.0003004607,1740682800036,1740682800000,1740682800000,1740686399999,HYPE,1h,20.396,20.205,20.411,19.981,224348.77,6697
HYPE,1.81439e-05,0.0006451514,1740686400058,1740686400000,1740686400000,1740689999999,HYPE,1h,20.207,20.159,20.319,19.664,629212.28,17048
HYPE,0.0001746231,0.0018969849,1740690000047,1740690000000,1740690000000,1740693599999,HYPE,1h,20.164,20.688,20.729,20.038,415326.36,10821
HYPE,0.0002202081,0.002261665,1740693600082,1740693600000,1740693600000,1740697199999,HYPE,1h,20.689,20.707,20.707,20.421,164112.13,6023
HYPE,4.66582e-05,0.0008732654,1740697200080,1740697200000,1740697200000,1740700799999,HYPE,1h,20.706,20.915,20.929,20.618,236730.97,5721
HYPE,0.0001017742,0.0013141939,1740700800071,1740700800000,1740700800000,1740704399999,HYPE,1h,20.915,20.553,20.923,20.354,342884.08,7416
