coin,fundingRate,premium,time,hour,t,T,s,i,o,c,h,l,v,n
HYPE,0.0002166031,0.0022328251,1752818400057,1752818400000,1752818400000,1752821999999,HYPE,1h,47.231,46.775,47.314,46.5,675160.59,30944
HYPE,7.1066e-05,0.001068528,1752822000019,1752822000000,1752822000000,1752825599999,HYPE,1h,46.776,46.245,46.912,46.21,546636.96,26960
HYPE,1.25e-05,0.0005706148,1752825600069,1752825600000,1752825600000,1752829199999,HYPE,1h,46.245,46.159,46.551,45.95,575740.64,22830
HYPE,8.05767e-05,0.0011446136,1752829200041,1752829200000,1752829200000,1752832799999,HYPE,1h,46.158,46.123,46.365,45.918,421820.74,20667
HYPE,0.0001148075,0.0014184598,1752832800027,1752832800000,1752832800000,1752836399999,HYPE,1h,46.124,46.232,46.246,45.862,220739.8,13279
HYPE,0.0001157875,0.0014263003,1752836400021,1752836400000,1752836400000,1752839999999,HYPE,1h,46.236,45.61,46.246,45.501,665752.58,19453
HYPE,0.0001178935,0.001443148,1752840000057,1752840000000,1752840000000,1752843599999,HYPE,1h,45.61,45.954,45.954,45.601,296652.71,12898
HYPE,1.82944e-05,0.0006463556,1752843600018,1752843600000,1752843600000,1752847199999,HYPE,1h,45.953,45.684,45.989,45.511,442406.05,21283
HYPE,5.10404e-05,0.0009083233,1752847200134,1752847200000,1752847200000,1752850799999,HYPE,1h,45.684,45.154,46.019,44.884,964878.54,38040
HYPE,4.80782e-05,0.0008846252,1752850800047,1752850800000,1752850800000,1752854399999,HYPE,1h,45.155,44.529,45.183,44.18,1368597.75,51472
HYPE,4.30432e-05,0.0008443453,1752854400021,1752854400000,1752854400000,1752857999999,HYPE,1h,44.535,44.472,44.704,44.045,677304.11,30827
HYPE,6.7367e-05,0.001038936,1752858000042,1752858000000,1752858000000,1752861599999,HYPE,1h,44.472,44.761,44.885,44.237,436324.62,23186
HYPE,4.01141e-05,0.0008209126,1752861600052,1752861600000,1752861600000,1752865199999,HYPE,1h,44.761,44.045,44.775,44.04,337883.93,20982
HYPE,1.25e-05,0.0005041207,1752865200066,1752865200000,1752865200000,1752868799999,HYPE,1h,44.045,43.528,44.149,42.899,1903444.91,73471
HYPE,1.25e-05,0.0001781314,1752868800097,1752868800000,1752868800000,1752872399999,HYPE,1h,43.526,44.021,44.235,43.25,1462216.69,56936
HYPE,1.25e-05,0.0003398185,1752872400055,1752872400000,1752872400000,1752875999999,HYPE,1h,44.021,44.313,44.5,43.96,437644.66,21422
HYPE,2.12505e-05,0.0006700038,1752876000028,1752876000000,1752876000000,1752879599999,HYPE,1h,44.313,44.348,44.605,44.013,282493.75,18840
HYPE,2.05254e-05,0.0006642031,1752879600012,1752879600000,1752879600000,1752883199999,HYPE,1h,44.347,44.379,44.548,43.848,467554.48,20638
HYPE,1.25e-05,0.0001993968,1752883200046,1752883200000,1752883200000,1752886799999,HYPE,1h,44.382,44.482,44.808,44.298,316903.53,16566
HYPE,1.25e-05,0.0004740556,1752886800064,1752886800000,1752886800000,1752890399999,HYPE,1h,44.483,45.034,45.05,44.289,298783.73,17019
HYPE,1.44715e-05,0.0006157717,1752890400017,1752890400000,1752890400000,1752893999999,HYPE,1h,45.034,45.16,45.24,44.795,229341.99,10937
HYPE,3.52643e-05,0.0007821145,1752894000009,1752894000000,1752894000000,1752897599999,HYPE,1h,45.157,45.181,45.3,45.063,206912.05,7808
HYPE,1.25e-05,0.0004190257,1752897600048,1752897600000,1752897600000,1752901199999,HYPE,1h,45.181,44.658,45.355,44.575,317675.48,14991
HYPE,1.25e-05,0.0005844649,1752901200061,1752901200000,1752901200000,1752904799999,HYPE,1h,44.658,44.837,45.023,44.58,209302.45,10377
HYPE,1.67866e-05,0.0006342926,1752904800014,1752904800000,1752904800000,1752908399999,HYPE,1h,44.838,44.492,45.038,44.486,164554.89,9647
HYPE,3.39115e-05,0.0007712922,1752908400098,1752908400000,1752908400000,1752911999999,HYPE,1h,44.499,44.593,44.665,44.404,95333.23,6615
HYPE,5.15375e-05,0.0009122997,1752912000008,1752912000000,1752912000000,1752915599999,HYPE,1h,44.602,44.665,44.8,44.399,173292.13,12862
HYPE,3.12875e-05,0.0007503003,1752915600024,1752915600000,1752915600000,1752919199999,HYPE,1h,44.665,44.821,45.091,44.626,151010.74,8692
HYPE,4.33297e-05,0.0008466373,1752920087645,1752919200000,1752919200000,1752922799999,HYPE,1h,44.821,45.096,45.186,44.799,96562.77,7592
HYPE,0.0001907624,0.0020260993,1752922800083,1752922800000,1752922800000,1752926399999,HYPE,1h,45.096,44.904,45.286,44.889,175824.56,10875
HYPE,0.0001122996,0.0013983966,1752926400122,1752926400000,1752926400000,1752929999999,HYPE,1h,44.903,44.842,44.98,44.552,337574.77,16650
HYPE,6.34419e-05,0.0010075352,1752930000051,1752930000000,1752930000000,1752933599999,HYPE,1h,44.842,44.741,45.067,44.616,179245.05,12402
HYPE,5.40714e-05,0.0009325711,1752933600098,1752933600000,1752933600000,1752937199999,HYPE,1h,44.741,44.166,44.789,44.097,411937.78,21108
HYPE,3.43172e-05,0.0007745378,1752937200036,1752937200000,1752937200000,1752940799999,HYPE,1h,44.165,44.824,44.964,44.162,393745.01,19988
HYPE,3.43231e-05,0.0007745848,1752940800007,1752940800000,1752940800000,1752944399999,HYPE,1h,44.825,45.204,45.216,44.513,379185.97,22501
HYPE,4.10472e-05,0.0008283775,1752944400012,1752944400000,1752944400000,1752947999999,HYPE,1h,45.205,44.493,45.301,44.437,370827.0,21299
HYPE,3.53457e-05,0.0007827653,1752948000019,1752948000000,1752948000000,1752951599999,HYPE,1h,44.493,44.631,44.788,44.388,241482.35,14560
HYPE,1.92585e-05,0.0006540681,1752951600040,1752951600000,1752951600000,1752955199999,HYPE,1h,44.632,44.928,44.928,44.393,189371.9,11066
HYPE,1.25e-05,0.0004035144,1752955200055,1752955200000,1752955200000,1752958799999,HYPE,1h,44.928,44.815,45.113,44.801,198145.32,11520
HYPE,1.25e-05,0.0001898896,1752958800033,1752958800000,1752958800000,1752962399999,HYPE,1h,44.815,44.192,44.904,43.962,685550.41,23716
HYPE,1.25e-05,2.39748e-05,1752962400071,1752962400000,1752962400000,1752965999999,HYPE,1h,44.192,44.303,44.38,44.082,119341.76,8037
HYPE,1.25e-05,0.0002402093,1752966000079,1752966000000,1752966000000,1752969599999,HYPE,1h,44.304,44.495,44.526,44.128,181021.56,11574
HYPE,1.25e-05,0.00017375,1752969600003,1752969600000,1752969600000,1752973199999,HYPE,1h,44.493,44.578,44.625,44.198,159305.28,11489
HYPE,1.25e-05,0.0001810463,1752973200076,1752973200000,1752973200000,1752976799999,HYPE,1h,44.587,44.706,45.05,44.562,436523.12,19107
HYPE,1.25e-05,0.0005897993,1752976800038,1752976800000,1752976800000,1752980399999,HYPE,1h,44.706,44.884,44.89,44.584,105460.74,7734
HYPE,2.86909e-05,0.0007295274,1752980400088,1752980400000,1752980400000,1752983999999,HYPE,1h,44.884,44.991,45.179,44.64,311073.43,13502
HYPE,4.18958e-05,0.0008351662,1752984000069,1752984000000,1752984000000,1752987599999,HYPE,1h,44.988,44.921,45.053,44.76,151959.26,7926
HYPE,3.61115e-05,0.0007888919,1752987600039,1752987600000,1752987600000,1752991199999,HYPE,1h,44.922,45.089,45.097,44.8,111673.7,6099
HYPE,5.79676e-05,0.0009637409,1752991200036,1752991200000,1752991200000,1752994799999,HYPE,1h,45.086,44.792,45.086,44.785,60461.62,4742
HYPE,3.8241e-05,0.0008059282,1752994800054,1752994800000,1752994800000,1752998399999,HYPE,1h,44.791,45.095,45.223,44.787,195500.89,9276
HYPE,7.53953e-05,0.0011031628,1752998400014,1752998400000,1752998400000,1753001999999,HYPE,1h,45.108,45.536,45.72,45.107,606012.87,23556
HYPE,0.0001120371,0.0013962967,1753002000040,1753002000000,1753002000000,1753005599999,HYPE,1h,45.538,45.494,45.744,45.447,268310.91,13249
HYPE,8.40828e-05,0.0011726624,1753005600081,1753005600000,1753005600000,1753009199999,HYPE,1h,45.493,45.56,45.718,45.305,253831.87,14734
HYPE,7.32521e-05,0.001086017,1753009200042,1753009200000,1753009200000,1753012799999,HYPE,1h,45.547,45.682,45.8,45.369,453775.96,18603
HYPE,6.21861e-05,0.0009974888,1753012800053,1753012800000,1753012800000,1753016399999,HYPE,1h,45.681,45.523,45.787,45.418,657686.29,24029
HYPE,3.27403e-05,0.0007619226,1753016400021,1753016400000,1753016400000,1753019999999,HYPE,1h,45.514,46.344,46.5,45.477,965781.0,33317
HYPE,5.86466e-05,0.0009691728,1753020000037,1753020000000,1753020000000,1753023599999,HYPE,1h,46.343,46.152,46.39,45.824,440452.11,19331
HYPE,7.15009e-05,0.0010720072,1753023600038,1753023600000,1753023600000,1753027199999,HYPE,1h,46.155,46.747,46.757,45.95,316929.03,16442
HYPE,8.32494e-05,0.0011659952,1753027200025,1753027200000,1753027200000,1753030799999,HYPE,1h,46.751,47.044,47.44,46.709,977212.03,36917
HYPE,5.82594e-05,0.0009660754,1753030800014,1753030800000,1753030800000,1753034399999,HYPE,1h,47.05,46.417,47.124,46.336,974828.73,40035
HYPE,2.11429e-05,0.0006691434,1753034400018,1753034400000,1753034400000,1753037999999,HYPE,1h,46.424,47.081,47.123,46.41,370277.94,20632
HYPE,1.25e-05,0.0005499754,1753038000082,1753038000000,1753038000000,1753041599999,HYPE,1h,47.081,46.673,47.314,46.572,528108.67,23081
HYPE,1.25e-05,0.000587938,1753041600094,1753041600000,1753041600000,1753045199999,HYPE,1h,46.671,46.51,46.88,46.368,287821.07,18824
HYPE,1.91901e-05,0.0006535205,1753045200033,1753045200000,1753045200000,1753048799999,HYPE,1h,46.51,46.359,46.55,45.65,928647.67,37126
HYPE,1.25e-05,0.000361899,1753048800035,1753048800000,1753048800000,1753052399999,HYPE,1h,46.36,46.215,46.393,45.302,818222.46,40599
HYPE,1.25e-05,0.0005317905,1753052400022,1753052400000,1753052400000,1753055999999,HYPE,1h,46.22,46.032,46.225,45.79,321769.45,20683
HYPE,1.25e-05,0.0002504103,1753056000039,1753056000000,1753056000000,1753059599999,HYPE,1h,46.032,45.886,46.051,45.337,396834.85,24715
HYPE,1.25e-05,0.0003096127,1753059600007,1753059600000,1753059600000,1753063199999,HYPE,1h,45.889,46.183,46.19,45.587,273135.68,19648
HYPE,1.25e-05,0.0004271896,1753063200017,1753063200000,1753063200000,1753066799999,HYPE,1h,46.182,46.384,46.386,45.997,192655.97,13248
HYPE,1.25e-05,0.0005905872,1753066800018,1753066800000,1753066800000,1753070399999,HYPE,1h,46.385,46.673,46.786,46.371,265323.46,15546
HYPE,3.94991e-05,0.0008159925,1753070400027,1753070400000,1753070400000,1753073999999,HYPE,1h,46.673,46.731,46.819,46.535,193475.57,9766
HYPE,5.82102e-05,0.0009656818,1753074000041,1753074000000,1753074000000,1753077599999,HYPE,1h,46.735,47.317,47.343,46.715,434848.99,19394
HYPE,9.61572e-05,0.0012692574,1753077600055,1753077600000,1753077600000,1753081199999,HYPE,1h,47.316,47.012,47.461,46.84,631996.28,26182
HYPE,0.0001186336,0.0014490685,1753081200060,1753081200000,1753081200000,1753084799999,HYPE,1h,47.015,47.016,47.3,46.924,259080.26,15083
HYPE,0.0001389509,0.0016116074,1753084800018,1753084800000,1753084800000,1753088399999,HYPE,1h,47.016,47.015,47.281,46.93,303097.73,16974
HYPE,0.0001280603,0.0015244825,1753088400003,1753088400000,1753088400000,1753091999999,HYPE,1h,47.014,47.171,47.2,46.863,349231.19,16084
HYPE,1.25e-05,0.0004904325,1753092000002,1753092000000,1753092000000,1753095599999,HYPE,1h,47.161,47.199,47.3,46.928,210068.79,10641
HYPE,1.25e-05,0.0004847839,1753095600035,1753095600000,1753095600000,1753099199999,HYPE,1h,47.198,47.445,47.845,47.126,632668.68,27540
HYPE,1.31229e-05,0.0006049834,1753099200010,1753099200000,1753099200000,1753102799999,HYPE,1h,47.445,47.197,47.608,47.135,331788.03,21787
HYPE,1.25e-05,0.0004680007,1753102800019,1753102800000,1753102800000,1753106399999,HYPE,1h,47.198,47.214,47.42,46.25,1323912.37,44946
HYPE,1.51055e-05,0.0006208439,1753106400096,1753106400000,1753106400000,1753109999999,HYPE,1h,47.214,47.3,47.568,47.075,654330.7,20177
HYPE,3.89037e-05,0.0008112294,1753110000019,1753110000000,1753110000000,1753113599999,HYPE,1h,47.301,46.5,47.422,46.376,1048168.71,36880
HYPE,5.82275e-05,0.0009658204,1753113600004,1753113600000,1753113600000,1753117199999,HYPE,1h,46.494,46.263,46.572,45.81,1165602.84,41770
HYPE,0.0001125906,0.0014007251,1753117200069,1753117200000,1753117200000,1753120799999,HYPE,1h,46.272,45.903,46.306,44.673,1932971.39,64468
HYPE,5.78903e-05,0.0009631224,1753120800028,1753120800000,1753120800000,1753124399999,HYPE,1h,45.909,44.955,46.477,44.823,1374729.14,50238
HYPE,1.86257e-05,0.0006490057,1753124400051,1753124400000,1753124400000,1753127999999,HYPE,1h,44.956,44.454,45.317,44.301,1459968.88,46521
HYPE,2.69764e-05,0.0007158113,1753128000091,1753128000000,1753128000000,1753131599999,HYPE,1h,44.454,44.191,44.664,44.135,605563.15,24123
HYPE,3.15373e-05,0.0007522982,1753131600069,1753131600000,1753131600000,1753135199999,HYPE,1h,44.183,44.374,44.756,44.1,615838.96,29781
HYPE,1.9463e-05,0.0006557041,1753135200071,1753135200000,1753135200000,1753138799999,HYPE,1h,44.375,44.79,45.28,44.361,801848.51,27929
HYPE,1.63837e-05,0.00063107,1753138800027,1753138800000,1753138800000,1753142399999,HYPE,1h,44.79,44.356,44.874,44.167,965690.34,30984
HYPE,1.25e-05,0.0005493342,1753142400092,1753142400000,1753142400000,1753145999999,HYPE,1h,44.357,44.182,44.569,44.035,722992.01,21797
HYPE,1.79095e-05,0.0006432758,1753146000084,1753146000000,1753146000000,1753149599999,HYPE,1h,44.183,45.401,45.444,43.663,1838675.16,66810
HYPE,3.22718e-05,0.0007581743,1753149600064,1753149600000,1753149600000,1753153199999,HYPE,1h,45.402,44.967,45.754,44.705,1014776.1,44144
HYPE,0.000104717,0.001337736,1753153200024,1753153200000,1753153200000,1753156799999,HYPE,1h,44.958,44.329,45.21,43.936,950141.69,43818
HYPE,3.14072e-05,0.0007512577,1753156800036,1753156800000,1753156800000,1753160399999,HYPE,1h,44.34,43.151,44.366,43.121,1329784.87,46125
HYPE,1.25e-05,0.0003673706,1753160400100,1753160400000,1753160400000,1753163999999,HYPE,1h,43.143,43.716,43.91,43.13,719993.41,37285
HYPE,1.25e-05,0.0002688853,1753164000087,1753164000000,1753164000000,1753167599999,HYPE,1h,43.717,43.844,44.043,43.501,387259.54,25717
HYPE,1.25e-05,0.0002152865,1753167600027,1753167600000,1753167600000,1753171199999,HYPE,1h,43.845,43.755,44.311,43.577,380987.57,26992
HYPE,1.25e-05,-5.95377e-05,1753171200016,1753171200000,1753171200000,1753174799999,HYPE,1h,43.756,43.902,44.068,43.305,698940.66,31054
HYPE,1.25e-05,-0.0001839607,1753174800016,1753174800000,1753174800000,1753178399999,HYPE,1h,43.897,44.139,44.239,43.629,325490.88,20369
HYPE,2.71577e-05,0.0007172613,1753178400011,1753178400000,1753178400000,1753181999999,HYPE,1h,44.138,44.745,44.807,44.084,412730.62,21565
HYPE,1.95803e-05,0.0006566425,1753182000048,1753182000000,1753182000000,1753185599999,HYPE,1h,44.746,45.17,45.21,44.603,410719.85,18902
HYPE,1.25e-05,0.0004264134,1753185600000,1753185600000,1753185600000,1753189199999,HYPE,1h,45.171,45.074,45.285,44.8,361201.61,21161
HYPE,1.25e-05,0.0005706775,1753189200021,1753189200000,1753189200000,1753192799999,HYPE,1h,45.074,43.703,45.28,43.6,1271226.68,43390
HYPE,1.69515e-05,0.0006356123,1753192800027,1753192800000,1753192800000,1753196399999,HYPE,1h,43.7,44.672,44.672,43.391,1131193.27,43829
HYPE,1.25e-05,0.0003121019,1753196400090,1753196400000,1753196400000,1753199999999,HYPE,1h,44.647,44.315,45.499,44.162,1728150.21,58923
HYPE,1.25e-05,0.0005155636,1753200000039,1753200000000,1753200000000,1753203599999,HYPE,1h,44.314,44.548,44.874,44.059,514787.86,27911
HYPE,1.25e-05,0.0003004211,1753203600042,1753203600000,1753203600000,1753207199999,HYPE,1h,44.542,44.253,44.628,43.52,1196231.89,41556
HYPE,1.25e-05,0.0001069493,1753207200008,1753207200000,1753207200000,1753210799999,HYPE,1h,44.246,44.542,44.671,43.985,459882.79,24034
HYPE,1.25e-05,3.70272e-05,1753210800040,1753210800000,1753210800000,1753214399999,HYPE,1h,44.541,44.298,44.83,44.0,450322.04,24433
HYPE,1.25e-05,0.0003247375,1753214400041,1753214400000,1753214400000,1753217999999,HYPE,1h,44.297,44.696,44.861,44.14,462629.93,20426
HYPE,1.25e-05,0.0005091876,1753218000022,1753218000000,1753218000000,1753221599999,HYPE,1h,44.689,44.794,44.922,44.321,363547.03,18404
HYPE,3.49662e-05,0.0007797296,1753221600044,1753221600000,1753221600000,1753225199999,HYPE,1h,44.794,45.389,45.455,44.731,560232.6,20120
HYPE,6.07906e-05,0.0009863249,1753225200034,1753225200000,1753225200000,1753228799999,HYPE,1h,45.391,46.34,46.408,45.34,782314.69,28936
HYPE,9.59787e-05,0.00126783,1753228800095,1753228800000,1753228800000,1753232399999,HYPE,1h,46.341,45.328,46.412,45.12,1216539.88,46239
HYPE,5.05598e-05,0.0009044785,1753232400002,1753232400000,1753232400000,1753235999999,HYPE,1h,45.328,45.5,45.682,44.745,1053168.94,38554
HYPE,1.25e-05,0.0005822881,1753236000053,1753236000000,1753236000000,1753239599999,HYPE,1h,45.5,45.587,45.791,45.398,270278.9,16359
HYPE,3.27788e-05,0.0007622303,1753239600036,1753239600000,1753239600000,1753243199999,HYPE,1h,45.588,45.211,45.709,44.851,537170.88,22185
HYPE,1.25e-05,0.0004202549,1753243200010,1753243200000,1753243200000,1753246799999,HYPE,1h,45.196,45.134,45.284,44.913,278204.64,15858
HYPE,1.25e-05,0.0002162064,1753246800027,1753246800000,1753246800000,1753250399999,HYPE,1h,45.135,44.4,45.152,44.4,515729.92,16782
HYPE,1.25e-05,0.0004458326,1753250400045,1753250400000,1753250400000,1753253999999,HYPE,1h,44.411,44.273,44.542,44.086,604695.81,21243
HYPE,1.9842e-05,0.0006587361,1753254000038,1753254000000,1753254000000,1753257599999,HYPE,1h,44.273,44.111,44.426,44.059,172326.83,12089
HYPE,1.25e-05,0.0005644235,1753257600032,1753257600000,1753257600000,1753261199999,HYPE,1h,44.111,44.41,44.422,44.061,237932.67,12737
HYPE,1.25e-05,0.0002829434,1753261200000,1753261200000,1753261200000,1753264799999,HYPE,1h,44.41,43.834,44.462,43.79,448078.42,17375
HYPE,1.25e-05,0.0001316856,1753264800005,1753264800000,1753264800000,1753268399999,HYPE,1h,43.835,44.062,44.211,43.66,610160.44,23322
HYPE,1.25e-05,0.0002128296,1753268400031,1753268400000,1753268400000,1753271999999,HYPE,1h,44.071,44.027,44.213,43.895,413239.26,15741
HYPE,1.25e-05,0.0002134108,1753272000040,1753272000000,1753272000000,1753275599999,HYPE,1h,44.035,43.533,44.104,43.455,794127.91,23992
HYPE,1.25e-05,0.0001202993,1753275600042,1753275600000,1753275600000,1753279199999,HYPE,1h,43.534,43.14,43.777,42.785,1464584.72,51526
HYPE,1.25e-05,7.24085e-05,1753279200028,1753279200000,1753279200000,1753282799999,HYPE,1h,43.136,43.54,43.635,42.989,727862.29,35498
HYPE,1.25e-05,0.0002639021,1753282800074,1753282800000,1753282800000,1753286399999,HYPE,1h,43.539,43.499,43.539,42.923,565914.07,31568
HYPE,1.25e-05,0.0003606263,1753286400025,1753286400000,1753286400000,1753289999999,HYPE,1h,43.499,42.64,43.571,42.561,1067198.08,41492
HYPE,1.25e-05,0.0002771765,1753290000008,1753290000000,1753290000000,1753293599999,HYPE,1h,42.64,43.126,43.151,42.444,1117634.16,39037
HYPE,1.25e-05,-0.0001537704,1753293600012,1753293600000,1753293600000,1753297199999,HYPE,1h,43.108,43.389,43.531,43.079,837628.72,27921
HYPE,1.25e-05,2.523e-07,1753297200064,1753297200000,1753297200000,1753300799999,HYPE,1h,43.389,43.625,43.918,43.293,625980.73,28310
HYPE,1.25e-05,0.0002270557,1753300800030,1753300800000,1753300800000,1753304399999,HYPE,1h,43.638,43.18,43.886,42.824,982046.45,36491
HYPE,1.25e-05,7.38564e-05,1753304400130,1753304400000,1753304400000,1753307999999,HYPE,1h,43.184,43.859,43.86,42.804,661991.53,34312
HYPE,1.25e-05,0.0001716408,1753308000031,1753308000000,1753308000000,1753311599999,HYPE,1h,43.859,43.898,44.248,43.541,604097.68,23795
HYPE,1.25e-05,0.0001625954,1753311600160,1753311600000,1753311600000,1753315199999,HYPE,1h,43.914,43.783,44.249,43.65,282922.09,15942
HYPE,1.25e-05,0.0002842638,1753315200095,1753315200000,1753315200000,1753318799999,HYPE,1h,43.767,44.002,44.202,43.564,404710.5,17531
HYPE,1.25e-05,0.0005912861,1753318800037,1753318800000,1753318800000,1753322399999,HYPE,1h,44.002,44.154,44.156,43.595,349586.68,18541
HYPE,1.25e-05,0.0005877402,1753322400075,1753322400000,1753322400000,1753325999999,HYPE,1h,44.15,44.112,44.399,44.006,311794.19,17034
HYPE,3.49647e-05,0.0007797176,1753326000046,1753326000000,1753326000000,1753329599999,HYPE,1h,44.11,43.949,44.484,43.924,301356.63,17147
HYPE,5.65551e-05,0.0009524405,1753329600014,1753329600000,1753329600000,1753333199999,HYPE,1h,43.945,43.367,44.118,43.162,545702.14,23372
HYPE,1.25e-05,0.0005210061,1753333200092,1753333200000,1753333200000,1753336799999,HYPE,1h,43.358,42.392,43.37,42.356,649230.51,27536
HYPE,1.25e-05,0.0001989125,1753336800019,1753336800000,1753336800000,1753340399999,HYPE,1h,42.375,41.991,42.516,41.701,1723214.5,42019
HYPE,1.25e-05,-1.91043e-05,1753340400019,1753340400000,1753340400000,1753343999999,HYPE,1h,41.999,42.502,42.52,41.519,1103849.43,32213
HYPE,1.25e-05,0.0001284984,1753344000038,1753344000000,1753344000000,1753347599999,HYPE,1h,42.509,42.814,42.854,42.317,580362.64,19815
HYPE,1.25e-05,0.0002985508,1753347600003,1753347600000,1753347600000,1753351199999,HYPE,1h,42.817,42.441,42.88,42.236,245265.74,13583
HYPE,1.25e-05,8.22693e-05,1753351200089,1753351200000,1753351200000,1753354799999,HYPE,1h,42.44,42.26,42.537,41.66,665117.64,23923
HYPE,1.25e-05,-0.000102237,1753354800129,1753354800000,1753354800000,1753358399999,HYPE,1h,42.26,43.037,43.112,42.211,809889.12,26389
HYPE,1.25e-05,0.000204525,1753358400037,1753358400000,1753358400000,1753361999999,HYPE,1h,43.037,43.13,43.155,42.664,322162.97,17115
HYPE,1.25e-05,0.000374216,1753362000002,1753362000000,1753362000000,1753365599999,HYPE,1h,43.13,42.684,43.335,42.651,496425.0,21787
HYPE,1.25e-05,0.0005672801,1753365600042,1753365600000,1753365600000,1753369199999,HYPE,1h,42.684,43.526,43.593,42.451,770841.44,32417
HYPE,1.25e-05,0.0004084432,1753369200042,1753369200000,1753369200000,1753372799999,HYPE,1h,43.526,43.06,43.62,42.861,930638.08,35772
HYPE,1.25e-05,0.0004371967,1753372800052,1753372800000,1753372800000,1753376399999,HYPE,1h,43.06,42.298,43.109,41.996,830290.67,31548
HYPE,1.25e-05,9.60962e-05,1753376400014,1753376400000,1753376400000,1753379999999,HYPE,1h,42.299,42.639,42.988,42.201,393515.23,20169
HYPE,1.25e-05,0.000162158,1753380000002,1753380000000,1753380000000,1753383599999,HYPE,1h,42.648,42.852,43.017,42.566,260025.25,14110
HYPE,1.25e-05,0.000191362,1753383600088,1753383600000,1753383600000,1753387199999,HYPE,1h,42.842,42.847,43.092,42.71,299333.22,13862
HYPE,1.25e-05,0.000254507,1753387200002,1753387200000,1753387200000,1753390799999,HYPE,1h,42.845,43.175,43.21,42.792,252588.65,13118
HYPE,1.25e-05,0.0003858635,1753390800031,1753390800000,1753390800000,1753394399999,HYPE,1h,43.174,42.693,43.2,42.589,238580.95,13408
HYPE,1.25e-05,0.0002472219,1753394400027,1753394400000,1753394400000,1753397999999,HYPE,1h,42.693,42.683,42.815,42.432,303119.85,11888
HYPE,1.25e-05,0.0001197236,1753398000058,1753398000000,1753398000000,1753401599999,HYPE,1h,42.68,42.135,42.681,42.051,500296.69,19773
HYPE,1.25e-05,0.0002369731,1753401600065,1753401600000,1753401600000,1753405199999,HYPE,1h,42.138,41.696,42.229,41.552,756917.61,26098
HYPE,1.25e-05,0.0003089975,1753405200053,1753405200000,1753405200000,1753408799999,HYPE,1h,41.672,42.33,42.411,41.5,668558.46,23299
HYPE,1.25e-05,0.0005531574,1753408800083,1753408800000,1753408800000,1753412399999,HYPE,1h,42.321,41.487,42.539,41.4,1126110.5,32758
HYPE,4.02837e-05,0.0008222696,1753412400036,1753412400000,1753412400000,1753415999999,HYPE,1h,41.487,41.491,41.767,41.22,909787.95,27600
HYPE,3.46906e-05,0.0007775247,1753416000024,1753416000000,1753416000000,1753419599999,HYPE,1h,41.481,42.42,42.444,41.259,896928.05,33599
HYPE,5.40087e-05,0.0009320696,1753419600001,1753419600000,1753419600000,1753423199999,HYPE,1h,42.42,42.067,42.488,42.039,364451.61,17063
HYPE,6.25471e-05,0.0010003765,1753423200046,1753423200000,1753423200000,1753426799999,HYPE,1h,42.067,42.576,42.663,41.898,614725.24,22282
HYPE,9.46931e-05,0.0012575449,1753426800040,1753426800000,1753426800000,1753430399999,HYPE,1h,42.576,42.188,42.792,41.802,532377.62,28186
HYPE,8.1774e-05,0.0011541923,1753430400008,1753430400000,1753430400000,1753433999999,HYPE,1h,42.182,42.452,42.613,42.085,506643.82,24394
HYPE,4.4183e-05,0.0008534639,1753434000020,1753434000000,1753434000000,1753437599999,HYPE,1h,42.453,42.837,42.915,42.259,377248.88,16692
HYPE,4.41479e-05,0.0008531834,1753437600059,1753437600000,1753437600000,1753441199999,HYPE,1h,42.823,43.218,43.25,42.8,672967.31,23472
HYPE,3.81645e-05,0.000805316,1753441200079,1753441200000,1753441200000,1753444799999,HYPE,1h,43.218,43.086,43.392,43.01,528120.0,17474
HYPE,2.75115e-05,0.0007200918,1753444800102,1753444800000,1753444800000,1753448399999,HYPE,1h,43.093,43.029,43.262,42.847,272676.13,17225
HYPE,1.25e-05,0.0004449637,1753448400046,1753448400000,1753448400000,1753451999999,HYPE,1h,43.012,43.258,43.258,42.857,409990.44,21644
HYPE,2.7551e-05,0.0007204079,1753452000044,1753452000000,1753452000000,1753455599999,HYPE,1h,43.257,42.279,43.285,42.211,683427.17,27194
HYPE,2.75732e-05,0.0007205859,1753455600034,1753455600000,1753455600000,1753459199999,HYPE,1h,42.276,42.474,42.677,42.147,416135.93,23056
HYPE,0.0001018609,0.0013148876,1753459200001,1753459200000,1753459200000,1753462799999,HYPE,1h,42.477,43.081,43.081,42.319,436288.22,19901
HYPE,7.99913e-05,0.00113993,1753462800079,1753462800000,1753462800000,1753466399999,HYPE,1h,43.07,42.957,43.252,42.845,343561.32,18364
HYPE,5.51687e-05,0.0009413498,1753466400035,1753466400000,1753466400000,1753469999999,HYPE,1h,42.956,42.964,43.11,42.889,194663.54,9531
HYPE,4.25823e-05,0.0008406587,1753470000033,1753470000000,1753470000000,1753473599999,HYPE,1h,42.964,42.865,43.142,42.789,272419.64,15046
HYPE,3.81626e-05,0.0008053007,1753473600048,1753473600000,1753473600000,1753477199999,HYPE,1h,42.859,43.048,43.25,42.659,424820.04,21312
HYPE,3.83445e-05,0.0008067558,1753477200057,1753477200000,1753477200000,1753480799999,HYPE,1h,43.049,43.726,43.729,43.049,658635.69,21865
