coin,fundingRate,premium,time
HYPE,1.25e-05,0.000367137,1743919200017
HYPE,1.25e-05,0.0003730549,1743922800065
HYPE,1.25e-05,6.80616e-05,1743926400042
HYPE,1.25e-05,5.0786e-06,1743930000015
HYPE,1.25e-05,2.19261e-05,1743933600009
HYPE,1.25e-05,-5.0756e-06,1743937200006
HYPE,1.25e-05,-0.0001004911,1743940800061
HYPE,1.25e-05,3.67887e-05,1743944400031
HYPE,3.43944e-05,0.0007751551,1743948000100
HYPE,1.25e-05,0.0005730595,1743951600063
HYPE,1.6192e-05,0.0006295357,1743955200028
HYPE,1.30053e-05,0.0006040421,1743958800008
HYPE,1.25e-05,0.0002751764,1743962400030
HYPE,7.6738e-05,0.0011139036,1743966000154
HYPE,1.25e-05,0.0002187198,1743969600025
HYPE,1.25e-05,0.0004147597,1743973200029
HYPE,1.25e-05,0.0002911749,1743976800027
HYPE,2.78809e-05,0.0007230469,1743980400005
HYPE,2.25818e-05,0.0006806543,1743984000007
HYPE,1.95716e-05,0.000656573,1743987600091
HYPE,1.25e-05,0.0003221138,1743991200063
HYPE,1.25e-05,-7.29872e-05,1743994800004
HYPE,1.25e-05,9.77276e-05,1743998400081
HYPE,1.25e-05,7.70677e-05,1744002000069
HYPE,1.25e-05,0.0003108268,1744005600045
HYPE,1.25e-05,0.0003218147,1744009200040
HYPE,1.25e-05,0.0005788328,1744012800118
HYPE,3.88945e-05,0.0008111558,1744016400113
HYPE,2.881e-05,0.0007304799,1744020000042
HYPE,1.25e-05,0.0004075121,1744023600022
HYPE,1.25e-05,0.0002987786,1744027200076
HYPE,1.25e-05,0.000244607,1744030800022
HYPE,1.25e-05,0.0003239551,1744034400009
HYPE,1.25e-05,0.0003563631,1744038000020
HYPE,1.25e-05,0.0001020983,1744041600107
HYPE,1.25e-05,8.72727e-05,1744045200026
HYPE,1.25e-05,7.52546e-05,1744048800094
HYPE,1.25e-05,-3.85817e-05,1744052400019
HYPE,1.25e-05,0.0003451682,1744056000019
HYPE,1.25e-05,5.49806e-05,1744059600021
HYPE,1.25e-05,-0.0002683835,1744063200021
HYPE,1.25e-05,-0.0001631632,1744066800039
HYPE,1.25e-05,-2.64076e-05,1744070400066
HYPE,1.25e-05,0.00016925,1744074000042
HYPE,1.25e-05,6.14353e-05,1744077600073
HYPE,1.25e-05,0.0002350436,1744081200068
HYPE,1.25e-05,0.000153386,1744084800096
HYPE,1.25e-05,0.0001657911,1744088400090
HYPE,1.25e-05,-0.0001655649,1744092000017
HYPE,-7.4437e-06,-0.00055955,1744095600050
HYPE,8.7355e-06,-0.0004301159,1744099200004
HYPE,1.25e-05,-0.0002121174,1744102800032
HYPE,1.25e-05,-0.0003976278,1744106400015
HYPE,1.08822e-05,-0.0004129423,1744110000071
HYPE,-2.39606e-05,-0.0006916848,1744113600033
HYPE,1.22637e-05,-0.00040189,1744117200007
HYPE,1.25e-05,-0.000341915,1744120800076
HYPE,1.25e-05,-0.0003024423,1744124400019
HYPE,-1.84573e-05,-0.0006476582,1744128000005
HYPE,-2.17395e-05,-0.0006739157,1744131600050
HYPE,1.25e-05,0.0001312049,1744135200011
HYPE,1.25e-05,-0.0001922542,1744138800108
HYPE,-3.3818e-05,-0.0007705437,1744142400026
HYPE,1.25e-05,-0.0003613067,1744146000049
HYPE,2.0763e-06,-0.0004833894,1744149600014
HYPE,1.25e-05,-0.0001943144,1744153200029
HYPE,1.25e-05,0.0002167136,1744156800087
HYPE,-5.34688e-05,-0.0009277503,1744160400087
HYPE,1.25e-05,-0.0003947623,1744164000056
HYPE,1.25e-05,-9.09298e-05,1744167600008
HYPE,1.25e-05,-0.0002025585,1744171200023
HYPE,1.25e-05,0.0001111535,1744174800076
HYPE,1.25e-05,1.19338e-05,1744178400068
HYPE,1.25e-05,-0.0001326326,1744182000006
HYPE,1.25e-05,-1.62709e-05,1744185600074
HYPE,1.25e-05,0.00015896,1744189200060
HYPE,1.25e-05,0.0001847091,1744192800088
HYPE,1.25e-05,0.0003196418,1744196400036
HYPE,1.25e-05,0.0001789439,1744200000055
HYPE,1.25e-05,0.0002183868,1744203600059
HYPE,1.25e-05,6.44453e-05,1744207200032
HYPE,1.25e-05,0.000176576,1744210800065
HYPE,1.25e-05,-2.36545e-05,1744214400084
HYPE,1.25e-05,0.000271515,1744218000011
HYPE,-4.06684e-05,-0.0008253474,1744221600060
HYPE,-1.80326e-05,-0.0006442607,1744225200059
HYPE,1.25e-05,0.0003719832,1744228800038
HYPE,1.25e-05,0.0004505142,1744232400017
HYPE,1.25e-05,-0.00020104,1744236000054
HYPE,1.25e-05,-0.0003548756,1744239600012
HYPE,1.25e-05,-0.0002232614,1744243200001
HYPE,1.25e-05,5.20404e-05,1744246800036
HYPE,1.25e-05,-0.0001329945,1744250400025
HYPE,1.25e-05,0.0001109883,1744254000071
HYPE,1.25e-05,-6.81311e-05,1744257600093
HYPE,1.25e-05,-0.0003755247,1744261200028
HYPE,1.25e-05,-0.0003323347,1744264800046
HYPE,-6.941e-06,-0.0005555281,1744268400030
HYPE,1.25e-05,-9.4831e-06,1744272000025
HYPE,1.25e-05,-0.000146683,1744275600068
HYPE,1.25e-05,0.0001151686,1744279200076
HYPE,1.25e-05,0.0003809133,1744282800045
HYPE,1.25e-05,0.0004453224,1744286400084
HYPE,1.25e-05,0.0003964619,1744290000015
HYPE,1.25e-05,-0.0001147619,1744293600121
HYPE,1.25e-05,-2.75587e-05,1744297200031
HYPE,1.25e-05,0.0001096373,1744300800051
HYPE,1.25e-05,0.000218747,1744304400069
HYPE,1.25e-05,9.02531e-05,1744308000109
HYPE,1.25e-05,5.06401e-05,1744311600018
HYPE,1.25e-05,0.000211311,1744315200048
HYPE,1.25e-05,0.0004207814,1744318800059
HYPE,1.25e-05,6.52369e-05,1744322400042
HYPE,1.25e-05,1.94006e-05,1744326000003
HYPE,1.25e-05,-0.0001695631,1744329600102
HYPE,-3.06893e-05,-0.0007455146,1744333200098
HYPE,1.25e-05,-0.0002457553,1744336800096
HYPE,1.25e-05,-0.0002489538,1744340400013
HYPE,7.295e-06,-0.0004416404,1744344000008
HYPE,9.7317e-06,-0.0004221461,1744347600044
HYPE,1.25e-05,-7.54745e-05,1744351200062
HYPE,1.25e-05,-0.000359886,1744354800005
HYPE,1.25e-05,0.0001148708,1744358400039
HYPE,1.25e-05,-9.3745e-05,1744362000103
HYPE,1.25e-05,-4.04374e-05,1744365600069
HYPE,1.25e-05,-0.0001385123,1744369200083
HYPE,1.25e-05,0.0001115649,1744372800117
HYPE,1.25e-05,0.0002724065,1744376400018
HYPE,1.25e-05,0.0003193756,1744380000074
HYPE,1.25e-05,-0.0001471412,1744383600047
HYPE,-9.8636e-06,-0.0005789087,1744387200054
HYPE,1.25e-05,-0.000236305,1744390800068
HYPE,1.25e-05,0.0002907928,1744394400020
HYPE,-1.3879e-06,-0.0005111031,1744398000006
HYPE,1.25e-05,-9.4226e-05,1744401600006
HYPE,1.25e-05,0.0003169863,1744405200082
HYPE,1.25e-05,-5.32764e-05,1744408800113
HYPE,1.25e-05,0.0001170829,1744412400032
HYPE,1.25e-05,-0.0002498795,1744416000042
HYPE,-5.4311e-06,-0.0005434484,1744419600010
HYPE,-6.5127e-06,-0.0005521018,1744423200017
HYPE,1.17121e-05,-0.0004063029,1744426800069
HYPE,1.25e-05,-0.0003020245,1744430400040
HYPE,1.12036e-05,-0.0004103714,1744434000014
HYPE,-1.7178e-06,-0.0005137424,1744437600077
HYPE,1.25e-05,-4.65876e-05,1744441200041
HYPE,1.25e-05,4.06462e-05,1744444800015
HYPE,1.25e-05,5.69273e-05,1744448400128
HYPE,-1.648e-07,-0.0005013181,1744452000079
HYPE,-8.9691e-06,-0.0005717524,1744455600059
HYPE,-2.05574e-05,-0.0006644589,1744459200012
HYPE,1.25e-05,-0.0002200293,1744462800009
HYPE,1.25e-05,9.72911e-05,1744466400006
HYPE,1.25e-05,0.0003866943,1744470000015
HYPE,2.71188e-05,0.0007169502,1744473600062
HYPE,1.25e-05,0.0003196668,1744477200027
HYPE,1.25e-05,0.000362789,1744480800095
HYPE,2.91696e-05,0.0007333571,1744484400020
HYPE,1.25e-05,0.0002214804,1744488000084
HYPE,1.25e-05,-7.02439e-05,1744491600082
HYPE,1.25e-05,-0.0001249297,1744495200026
HYPE,1.25e-05,-0.0002354527,1744498800121
HYPE,1.25e-05,0.0003881469,1744502400037
HYPE,1.25e-05,0.0005107017,1744506000063
HYPE,1.25e-05,0.0001589329,1744509600002
HYPE,1.25e-05,-5.77578e-05,1744513200021
HYPE,1.25e-05,-0.0001297601,1744516800044
HYPE,1.25e-05,-0.0003187052,1744520400082
HYPE,1.25e-05,-0.0003330769,1744524000078
HYPE,1.25e-05,-5.04683e-05,1744527600033
HYPE,3.7009e-06,-0.0004703931,1744531200072
HYPE,-3.403e-07,-0.0005027225,1744534800112
HYPE,1.25e-05,-0.0001662809,1744538400012
HYPE,1.25e-05,-0.0001079297,1744542000021
HYPE,1.25e-05,-0.0001134511,1744545600054
HYPE,1.05076e-05,-0.0004159393,1744549200002
HYPE,5.2349e-06,-0.0004581209,1744552800004
HYPE,1.25e-05,-0.0001004308,1744556400100
HYPE,9.04e-06,-0.0004276804,1744560000087
HYPE,-2.7981e-06,-0.0005223847,1744563600045
HYPE,1.25e-05,-0.0003386557,1744567200006
HYPE,1.25e-05,-0.0002312576,1744570800105
HYPE,1.25e-05,-0.0002737905,1744574400028
HYPE,-4.2088e-06,-0.0005336706,1744578000034
HYPE,4.164e-07,-0.0004966685,1744581600058
HYPE,1.25e-05,0.000143415,1744585200011
HYPE,1.25e-05,6.06653e-05,1744588800023
HYPE,1.25e-05,-0.0001112294,1744592400033
HYPE,1.25e-05,-0.0003960506,1744596000040
HYPE,1.25e-05,0.0002845617,1744599600010
HYPE,3.54043e-05,0.0007832347,1744603200007
HYPE,8.64725e-05,0.0011917799,1744606800018
HYPE,1.25e-05,0.0003312456,1744610400035
HYPE,1.25e-05,0.0005106193,1744614000084
HYPE,1.25e-05,0.0004861361,1744617600043
HYPE,1.25e-05,7.44644e-05,1744621200063
HYPE,1.25e-05,-5.7454e-06,1744624800040
HYPE,1.25e-05,1.6231e-05,1744628400042
HYPE,1.25e-05,0.0004788852,1744632000019
HYPE,1.25e-05,0.0001355223,1744635600074
HYPE,1.25e-05,-1.7665e-06,1744639200054
HYPE,1.25e-05,0.0002709609,1744642800147
HYPE,1.25e-05,0.0002562301,1744646400055
HYPE,1.25e-05,0.0001872056,1744650000087
HYPE,1.25e-05,0.0003672961,1744653600043
HYPE,6.52834e-05,0.0010222672,1744657200063
HYPE,1.25e-05,0.0004934158,1744660800018
HYPE,1.25e-05,0.0002281847,1744664400041
HYPE,1.25e-05,0.0002598311,1744668000020
HYPE,1.25e-05,0.0002077373,1744671600028
HYPE,1.25e-05,0.0002720604,1744675200048
HYPE,1.25e-05,0.0003441371,1744678800005
HYPE,1.25e-05,0.0002476948,1744682400049
HYPE,1.25e-05,0.0001996317,1744686000005
HYPE,1.25e-05,0.0003339446,1744689600029
HYPE,1.25e-05,-6.54639e-05,1744693200104
HYPE,1.25e-05,-0.0001472415,1744696800073
HYPE,1.25e-05,-0.0001310306,1744700400103
HYPE,1.25e-05,-5.44722e-05,1744704000030
HYPE,1.25e-05,-0.0002199516,1744707600079
HYPE,1.25e-05,-0.0003594411,1744711200084
HYPE,1.25e-05,4.31316e-05,1744714800074
HYPE,1.25e-05,0.0002716183,1744718400047
HYPE,1.25e-05,1.43013e-05,1744722000054
HYPE,1.25e-05,0.0001567811,1744725600036
HYPE,1.25e-05,-0.0002554023,1744729200096
HYPE,1.25e-05,-0.0002658484,1744732800003
HYPE,1.25e-05,0.0001276919,1744736400107
HYPE,1.25e-05,-9.94175e-05,1744740000042
HYPE,-3.08853e-05,-0.0007470826,1744743600007
HYPE,-2.44748e-05,-0.0006957986,1744747200015
HYPE,-4.0302e-05,-0.0008224159,1744750800001
HYPE,1.25e-05,-0.0001827105,1744754400020
HYPE,1.25e-05,-0.0001522214,1744758000080
HYPE,-4.00769e-05,-0.0008206153,1744761600008
HYPE,-1.4262e-06,-0.0005114094,1744765200034
HYPE,1.25e-05,6.089e-05,1744768800050
HYPE,1.25e-05,0.0001897262,1744772400058
HYPE,1.25e-05,0.0002493919,1744776000066
HYPE,1.25e-05,3.19379e-05,1744779600127
HYPE,1.25e-05,-0.0001985844,1744783200006
HYPE,1.25e-05,0.0001063191,1744786800021
HYPE,1.25e-05,-0.0002089297,1744790400069
HYPE,1.25e-05,-0.0003531292,1744794000021
HYPE,1.15925e-05,-0.00040726,1744797600072
HYPE,1.25e-05,-5.32425e-05,1744801200063
HYPE,1.25e-05,0.0001821941,1744804800030
HYPE,1.25e-05,0.0002762573,1744808400015
HYPE,1.25e-05,0.000134508,1744812000024
HYPE,1.25e-05,0.0004307372,1744815600067
HYPE,1.25e-05,-9.32316e-05,1744819200035
HYPE,1.25e-05,-0.0002272062,1744822800017
HYPE,2.1885e-06,-0.0004824922,1744826400038
HYPE,1.25e-05,8.98405e-05,1744830000000
HYPE,1.25e-05,-0.0001154618,1744833600061
HYPE,1.25e-05,0.0001768518,1744837200033
HYPE,1.25e-05,-0.0003190866,1744840800075
HYPE,-4.98173e-05,-0.0008985388,1744844400053
HYPE,-7.59247e-05,-0.0011073977,1744848000078
HYPE,-4.4529e-06,-0.0005356234,1744851600060
HYPE,1.25e-05,7.85e-07,1744855200002
HYPE,-4.5007e-05,-0.0008600556,1744858800088
HYPE,1.25e-05,-0.0002011013,1744862400016
HYPE,1.25e-05,0.0001043875,1744866000081
HYPE,1.25e-05,-2.19063e-05,1744869600010
HYPE,1.25e-05,-4.17466e-05,1744873200086
HYPE,1.25e-05,-0.0002925637,1744876800060
HYPE,1.25e-05,-0.000209646,1744880400021
HYPE,4.3692e-06,-0.0004650467,1744884000093
HYPE,-7.398e-06,-0.0005591844,1744887600027
HYPE,1.25e-05,-7.64722e-05,1744891200100
HYPE,1.25e-05,-0.0001759164,1744894800129
HYPE,4.0803e-06,-0.0004673576,1744898400054
HYPE,6.6562e-06,-0.0004467507,1744902000020
HYPE,1.25e-05,0.0001438991,1744905600067
HYPE,1.25e-05,0.0004610366,1744909200023
HYPE,1.25e-05,0.0004750624,1744912800024
HYPE,1.2579e-05,0.000600632,1744916400002
HYPE,1.25e-05,-0.0001917258,1744920000019
HYPE,1.25e-05,0.0001591524,1744923600092
HYPE,1.25e-05,0.0003056743,1744927200047
HYPE,1.25e-05,-0.0003802868,1744930800046
HYPE,1.25e-05,0.000191961,1744934400099
HYPE,1.25e-05,-9.5507e-06,1744938000098
HYPE,1.25e-05,0.0003944013,1744941600044
HYPE,1.25e-05,0.0002728191,1744945200082
HYPE,1.25e-05,-0.0002858173,1744948800096
HYPE,6.332e-07,-0.0004949343,1744952400044
HYPE,1.25e-05,-6.2379e-05,1744956000032
HYPE,1.25e-05,0.000373117,1744959600000
HYPE,1.25e-05,-1.66049e-05,1744963200038
HYPE,1.25e-05,3.4932e-06,1744966800002
HYPE,1.25e-05,0.0001077751,1744970400073
HYPE,1.25e-05,-4.0287e-05,1744974000002
HYPE,4.1851e-06,-0.0004665194,1744977600038
HYPE,9.2513e-06,-0.0004259897,1744981200037
HYPE,-2.85888e-05,-0.0007287107,1744984800092
HYPE,1.25e-05,-0.0003666434,1744988400004
HYPE,-1.50686e-05,-0.0006205485,1744992000098
HYPE,-3.07854e-05,-0.0007462833,1744995600065
HYPE,1.25e-05,-0.0001347364,1744999200021
HYPE,1.25e-05,0.0005224379,1745002800121
HYPE,1.25e-05,0.0002123519,1745006400063
HYPE,1.25e-05,5.21838e-05,1745010000074
HYPE,1.25e-05,0.0002243215,1745013600034
HYPE,1.25e-05,-3.6088e-05,1745017200054
HYPE,1.25e-05,-7.83688e-05,1745020800019
HYPE,1.25e-05,9.0102e-06,1745024400054
HYPE,1.33175e-05,0.0006065398,1745028000027
HYPE,3.33496e-05,0.0007667969,1745031600018
HYPE,5.35081e-05,0.000928065,1745035200054
HYPE,1.25e-05,0.0005395015,1745038800029
HYPE,1.7273e-06,-0.0004861813,1745042400046
HYPE,-7.02268e-05,-0.0010618148,1745046000062
HYPE,-5.06527e-05,-0.000905222,1745049600041
HYPE,-5.46928e-05,-0.0009375424,1745053200071
HYPE,-7.57365e-05,-0.0011058923,1745056800047
HYPE,-4.79653e-05,-0.0008837221,1745060400025
HYPE,1.25e-05,-0.0002330872,1745064000006
HYPE,4.9244e-06,-0.000460605,1745067600054
HYPE,1.25e-05,-0.0003002537,1745071200033
HYPE,1.25e-05,-0.0001795579,1745074800073
HYPE,-5.495e-05,-0.0009395996,1745078400054
HYPE,4.4914e-06,-0.000464069,1745082000047
HYPE,1.25e-05,-5.03825e-05,1745085600048
HYPE,1.25e-05,0.0001092518,1745089200055
HYPE,1.25e-05,4.76241e-05,1745092800032
HYPE,1.25e-05,0.0002319575,1745096400044
HYPE,1.25e-05,0.000529328,1745100000139
HYPE,2.86794e-05,0.0007294354,1745103600074
HYPE,1.25e-05,0.0004732845,1745107200017
HYPE,1.25e-05,0.00046169,1745110800067
HYPE,1.25e-05,0.000267985,1745114400081
HYPE,1.25e-05,0.0001117476,1745118000074
HYPE,1.25e-05,0.0002316735,1745121600079
HYPE,1.25e-05,0.0002204831,1745125200061
HYPE,1.25e-05,-0.0001818991,1745128800040
HYPE,-4.7096e-06,-0.000537677,1745132400033
HYPE,1.25e-05,-0.0002539175,1745136000064
HYPE,1.25e-05,0.0001271414,1745139600116
HYPE,1.25e-05,0.0005421434,1745143200089
HYPE,1.25e-05,0.0003884328,1745146800036
HYPE,1.25e-05,-0.0001943515,1745150400055
HYPE,1.25e-05,0.000451823,1745154000082
HYPE,1.25e-05,0.0003601199,1745157600020
HYPE,1.25e-05,-0.0003168154,1745161200033
HYPE,7.4873e-06,-0.0004401016,1745164800061
HYPE,1.05285e-05,-0.0004157717,1745168400028
HYPE,-3.21698e-05,-0.0007573581,1745172000096
HYPE,1.25e-05,-0.0003008236,1745175600048
HYPE,1.25e-05,7.67991e-05,1745179200092
HYPE,1.25e-05,2.68425e-05,1745182800039
HYPE,1.25e-05,-2.0936e-06,1745186400102
HYPE,1.25e-05,0.0004390678,1745190000033
HYPE,1.74508e-05,0.0006396062,1745193600007
HYPE,3.60932e-05,0.0007887459,1745197200025
HYPE,1.84559e-05,0.0006476474,1745200800034
HYPE,1.25e-05,1.98404e-05,1745204400015
HYPE,1.25e-05,-0.0002485608,1745208000033
HYPE,-1.42365e-05,-0.0006138923,1745211600030
HYPE,1.22355e-05,-0.0004021162,1745215200082
HYPE,1.25e-05,-0.0003331033,1745218800094
HYPE,1.25e-05,9.69901e-05,1745222400024
HYPE,1.25e-05,8.8714e-05,1745226000010
HYPE,1.25e-05,-0.0001837851,1745229600134
HYPE,-2.3353e-05,-0.0006868244,1745233200053
HYPE,1.25e-05,-0.000187949,1745236800028
HYPE,1.25e-05,-0.0002579754,1745240400001
HYPE,1.25e-05,-0.0001844185,1745244000018
HYPE,1.25e-05,7.72893e-05,1745247600021
HYPE,1.6509e-06,-0.0004867928,1745251200097
HYPE,-1.59567e-05,-0.0006276536,1745254800109
HYPE,1.25e-05,0.0001204122,1745258400042
HYPE,2.84771e-05,0.0007278167,1745262000071
HYPE,1.88807e-05,0.0006510457,1745265600044
HYPE,2.37803e-05,0.0006902427,1745269200050
HYPE,1.25e-05,0.0003187068,1745272800046
HYPE,1.25e-05,0.0001297364,1745276400018
HYPE,1.25e-05,0.0002661699,1745280000047
HYPE,1.25e-05,0.0001729847,1745283600028
HYPE,1.25e-05,0.0001418145,1745287200049
HYPE,1.25e-05,-0.0001697684,1745290800010
HYPE,1.25e-05,5.40862e-05,1745294400018
HYPE,1.25e-05,2.9869e-05,1745298000086
HYPE,1.25e-05,2.89967e-05,1745301600049
HYPE,1.25e-05,-0.0003300272,1745305200112
HYPE,1.25e-05,4.01114e-05,1745308800012
HYPE,1.25e-05,0.0001082773,1745312400090
HYPE,1.25e-05,0.0001769767,1745316000002
HYPE,1.25e-05,-0.0001115132,1745319600036
HYPE,1.25e-05,0.0004146763,1745323200045
HYPE,1.8144e-05,0.0006451517,1745326800019
HYPE,1.25e-05,6.47926e-05,1745330400016
HYPE,1.25e-05,-0.0003171686,1745334000020
HYPE,-2.8805e-06,-0.0005230437,1745337600048
HYPE,1.25e-05,-0.0003784692,1745341200047
HYPE,1.25e-05,0.0002122209,1745344800027
HYPE,1.25e-05,0.0003374373,1745348400005
HYPE,1.25e-05,0.0003734726,1745352000061
HYPE,1.25e-05,-2.69991e-05,1745355600030
HYPE,1.25e-05,0.0001044763,1745359200001
HYPE,1.25e-05,0.000474466,1745362800073
HYPE,6.80268e-05,0.0010442143,1745366400005
HYPE,1.25e-05,-0.0001262291,1745370000002
HYPE,1.25e-05,-9.74658e-05,1745373600048
HYPE,8.2974e-06,-0.0004336205,1745377200049
HYPE,4.297e-07,-0.0004965625,1745380800055
HYPE,-1.86478e-05,-0.0006491822,1745384400064
HYPE,-5.18945e-05,-0.0009151563,1745388000027
HYPE,-3.47338e-05,-0.0007778708,1745391600086
HYPE,1.25e-05,-0.0001608861,1745395200028
HYPE,1.25e-05,-3.06428e-05,1745398800002
HYPE,1.25e-05,-4.47044e-05,1745402400110
HYPE,1.25e-05,0.0001448682,1745406000005
HYPE,1.25e-05,0.0002545806,1745409600061
HYPE,2.68445e-05,0.000714756,1745413200110
HYPE,1.25e-05,0.0005145571,1745416800048
HYPE,3.43335e-05,0.000774668,1745420400032
HYPE,1.25e-05,0.0004069703,1745424000023
HYPE,1.25e-05,0.0002031548,1745427600027
HYPE,1.25e-05,0.0003162736,1745431200039
HYPE,1.25e-05,0.0005126707,1745434800005
HYPE,1.25e-05,4.13818e-05,1745438400052
HYPE,1.25e-05,-6.80195e-05,1745442000018
HYPE,1.25e-05,-9.13588e-05,1745445600156
HYPE,1.25e-05,-0.0002409021,1745449200075
HYPE,1.25e-05,-0.0001303304,1745452800049
HYPE,-1.5967e-05,-0.0006277363,1745456400008
HYPE,1.25e-05,-5.75378e-05,1745460000021
HYPE,1.25e-05,0.0002384012,1745463600069
HYPE,1.25e-05,-0.0003712196,1745467200052
HYPE,-9.813e-07,-0.0005078501,1745470800087
HYPE,1.25e-05,-0.0001773558,1745474400000
HYPE,1.25e-05,-9.63344e-05,1745478000044
HYPE,1.25e-05,-7.78215e-05,1745481600047
HYPE,-1.9106e-06,-0.0005152849,1745485200073
HYPE,1.25e-05,0.0002768764,1745488800020
HYPE,1.25e-05,-3.67232e-05,1745492400009
HYPE,1.25e-05,-0.0001170537,1745496000015
HYPE,1.16514e-05,-0.0004067892,1745499600026
HYPE,-1.03465e-05,-0.0005827719,1745503200048
HYPE,1.25e-05,9.31532e-05,1745506800010
HYPE,1.25e-05,0.0003026835,1745510400062
HYPE,1.25e-05,5.50384e-05,1745514000010
HYPE,1.25e-05,0.0002256804,1745517600099
HYPE,1.69745e-05,0.0006357963,1745521200015
HYPE,3.11536e-05,0.0007492287,1745524800114
HYPE,1.25e-05,0.0004063247,1745528400051
HYPE,1.25e-05,-0.0002103656,1745532000018
HYPE,1.25e-05,2.89936e-05,1745535600077
HYPE,1.25e-05,0.0005407828,1745539200067
HYPE,8.49632e-05,0.0011797054,1745542800096
HYPE,3.5489e-05,0.0007839117,1745546400044
HYPE,1.25e-05,-1.9508e-05,1745550000111
HYPE,1.25e-05,-5.37881e-05,1745553600019
HYPE,1.25e-05,0.000176126,1745557200110
HYPE,1.25e-05,0.0001675324,1745560800659
HYPE,1.25e-05,-0.0001187217,1745564400073
HYPE,1.25e-05,0.0002910819,1745568000036
HYPE,1.25e-05,-0.0001273751,1745571600025
HYPE,-2.04808e-05,-0.0006638463,1745575200069
HYPE,1.25e-05,-0.0002839314,1745578800035
HYPE,1.25e-05,1.35946e-05,1745582400032
HYPE,1.25e-05,-0.0002357201,1745586000002
HYPE,1.25e-05,0.000171372,1745589600022
HYPE,1.25e-05,0.0003872678,1745593200004
HYPE,1.25e-05,0.0002292707,1745596800085
HYPE,1.25e-05,-0.0001258608,1745600400046
HYPE,1.25e-05,-0.0002933236,1745604000037
HYPE,-2.0482e-06,-0.0005163854,1745607600050
HYPE,1.25e-05,6.2618e-06,1745611200058
HYPE,1.25e-05,-4.57916e-05,1745614800047
HYPE,1.25e-05,-2.17403e-05,1745618400056
HYPE,1.25e-05,0.0001636588,1745622000047
HYPE,1.25e-05,0.0004853938,1745625600070
HYPE,1.25e-05,0.0002784065,1745629200004
HYPE,1.25e-05,7.54009e-05,1745632800037
HYPE,1.25e-05,0.0004315462,1745636400050
HYPE,1.25e-05,0.000543949,1745640000079
HYPE,1.25e-05,0.0001879971,1745643600089
HYPE,1.25e-05,0.0001502721,1745647200080
HYPE,1.25e-05,0.0005548108,1745650800011
HYPE,1.25e-05,0.0005951632,1745654400041
HYPE,1.25e-05,4.59296e-05,1745658000020
HYPE,1.25e-05,-0.0002564882,1745661600013
HYPE,1.25e-05,6.90329e-05,1745665200099
HYPE,1.25e-05,2.1103e-06,1745668800040
HYPE,1.25e-05,0.0001231887,1745672400062
HYPE,1.25e-05,0.000343128,1745676000055
HYPE,1.25e-05,-5.81483e-05,1745679600016
HYPE,2.07063e-05,0.0006656504,1745683200047
HYPE,4.0786e-05,0.0008262878,1745686800054
HYPE,7.04448e-05,0.0010635581,1745690400019
HYPE,5.50637e-05,0.0009405097,1745694000030
HYPE,1.25e-05,0.0005751157,1745697600038
HYPE,1.25e-05,0.0005592367,1745701200024
HYPE,1.73566e-05,0.0006388531,1745704800026
HYPE,6.80042e-05,0.0010440334,1745708400003
HYPE,1.25e-05,0.0004438345,1745712000033
HYPE,1.25e-05,-0.0001758774,1745715600081
HYPE,1.25e-05,-0.0002441165,1745719200017
HYPE,1.25e-05,-0.0001327723,1745722800074
HYPE,1.25e-05,2.8963e-05,1745726400052
HYPE,1.25e-05,0.0001423116,1745730000058
HYPE,1.25e-05,-0.0002214299,1745733600014
HYPE,1.25e-05,-0.0001002039,1745737200032
HYPE,1.25e-05,-4.25977e-05,1745740800015
HYPE,1.25e-05,-6.31593e-05,1745744400034
HYPE,1.25e-05,-0.0001737565,1745748000004
HYPE,1.25e-05,-1.68909e-05,1745751600010
HYPE,1.25e-05,-3.74123e-05,1745755200060
HYPE,1.25e-05,-0.0001221939,1745758800022
HYPE,1.25e-05,7.18089e-05,1745762400036
HYPE,1.25e-05,0.0002289768,1745766000047
HYPE,1.25e-05,0.0002321724,1745769600060
HYPE,1.25e-05,0.0002896012,1745773200051
HYPE,1.25e-05,8.93238e-05,1745776800040
HYPE,1.25e-05,0.0005148494,1745780400040
HYPE,1.25e-05,0.0001575969,1745784000025
HYPE,1.25e-05,-8.7145e-06,1745787600041
HYPE,1.25e-05,7.74006e-05,1745791200032
HYPE,1.25e-05,-4.79046e-05,1745794800006
HYPE,1.25e-05,-0.0001807802,1745798400039
HYPE,1.25e-05,-0.0003740115,1745802000048
HYPE,1.25e-05,-0.0003731527,1745805600070
HYPE,1.25e-05,0.0003704481,1745809200116
HYPE,3.7389e-05,0.0007991117,1745812800046
HYPE,3.53513e-05,0.00078281,1745816400026
HYPE,1.25e-05,0.0003149821,1745820000029
HYPE,1.25e-05,0.0004704214,1745823600083
HYPE,1.25e-05,-3.8771e-05,1745827200025
HYPE,1.25e-05,-0.0003992476,1745830800092
HYPE,1.25e-05,8.77152e-05,1745834400106
HYPE,1.25e-05,0.0002330003,1745838000067
HYPE,1.25e-05,0.0001525809,1745841600007
HYPE,1.25e-05,-0.0001217749,1745845200058
HYPE,1.25e-05,9.87215e-05,1745848800031
HYPE,1.25e-05,0.0003489466,1745852400049
HYPE,1.25e-05,0.0003051147,1745856000005
